participant,topic,input,price,time_delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000000000005097D5e39c113a3c7Ab508fe5eaD4,0x0ebd9537a25f56713e34c45b38f421a1e7191469,0x00007c62000000000000000000000000000000000000000000000000482a1c73000800000000000000000000000000000000000000000000000000047bff5070911d4000000000000000000000000000bb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c000000000000000000000000da360309c59cb8c434b28a91b823344a964442780000000000000000000000005f66f543b20a4bd4195521c14e9ae77ed7111c98000000000000000000000000fac00a1e677d359309fe78d676628ce9e9247e6900000000000000000000000051f6bec2eda4b4dabd2d717b193a48666f36bb3a000000000000000000000000f162e6a05f5915a3f8981e45eb6f46b1d5fc5acb0000000000000000000000000000000000000000000000000000000000000019,13264310282,0,25000000005,190,29917013968,90,35419068966,28,41861538154,28,49104834946,224,69320313799,17,95234666843,28,113291344887,61,132534286301,121,182705801255,71,262360509589,55,302621819058,22,403959044205,71,478048274243,58,564129131916,18,665048029427,61,773585424073,40,898667363256,21,1089365476405,171,1199391389521,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000000000005097D5e39c113a3c7Ab508fe5eaD4,0x0ebd9537a25f56713e34c45b38f421a1e7191469,0x00007c620000000000000000000000000000000000000000000000004f1a77ccd3ba000000000000000000000000000000000000000000000000000000000040cc1e8315000000000000000000000000bb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c000000000000000000000000d12404cb00410d669abfd619116c57e7498b2a40000000000000000000000000bab035611ec6653d62286b418bf0fa0b59e6d912000000000000000000000000fcb0eeb36f6acb3416dcb422c564edc364ff20ba000000000000000000000000ddcc8f00de262fd1b0d5cc5fd84aa34bd768594a000000000000000000000000e31ec813cc50ed888ef4612a5db726611c1b74010000000000000000000000000000000000000000000000000000000000000019,14887734576,0,25000000010,210,29316223540,92,34501691083,29,40623850824,37,48470854447,25,77488492792,190,89955548892,34,104203399656,31,139942091562,187,161515080786,32,192229738374,25,225699795229,44,265619385177,14,440229737537,108,525784679837,54,608010176013,28,669419203790,108,773585424085,22,851717551913,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000000000005097D5e39c113a3c7Ab508fe5eaD4,0x0ebd9537a25f56713e34c45b38f421a1e7191469,0x00007c62000000000000000000000000000000000000000000000000557cb75ce8680000000000000000000000000000000000000000000000000000000000434c1583a0000000000000000000000000bb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c000000000000000000000000d12404cb00410d669abfd619116c57e7498b2a40000000000000000000000000bab035611ec6653d62286b418bf0fa0b59e6d912000000000000000000000000f44271734b9af0aad132786132ee7ccef7d57fe500000000000000000000000081479c92359668991d72c1817a7f0856e647d28c0000000000000000000000002229c854a216845338fbcc0e6fd9c3d1ec23e9fa0000000000000000000000000000000000000000000000000000000000000019,14676525038,0,16158854077,224,17790898326,161,20626417714,86,23845358599,23,32957310085,100,41810509582,55,48520339747,24,56121392526,54,72233123726,63,84298908253,92,100322638619,79,117919231531,123,160378142417,3,185176417130,26,257990234035,72,309525610270,47,370223782077,41,427229154052,19,503186565894,32,590263435987,35,691786069520,42,761656462541,186,838583765257,202,923280725547,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000000000005097D5e39c113a3c7Ab508fe5eaD4,0x0ebd9537a25f56713e34c45b38f421a1e7191469,0x00007c620000000000000000000000000000000000000000000000008b417a6bade618000000000000000000000000000000000000000000000001c64c9122288be00000000000000000000000000000bb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c0000000000000000000000001ad0132d8b5ef3cebda1a9692f36ac30be871b6b0000000000000000000000004a1b35c2e8d73dab72c2240e31427205fbfdd0c3000000000000000000000000c0552cc3a8003ce3b7a6787ccdcf9b261de2c32b0000000000000000000000005eec247130c965f57c93aa594f66922ff8a3f3a60000000000000000000000001188d59178ef8795be296d1109d804a0b7e0c1620000000000000000000000000000000000000000000000000000000000000019,14682484793,0,17534362824,175,20594088937,114,24700100751,26,28454044926,284,33961708221,236,39660069409,699,46857299259,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000000000005097D5e39c113a3c7Ab508fe5eaD4,0x0ebd9537a25f56713e34c45b38f421a1e7191469,0x00007c6200000000000000000000000000000000000000000000000096285cac55ba00000000000000000000000000000000000000000000000000000000007536ed76e9000000000000000000000000bb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c000000000000000000000000d12404cb00410d669abfd619116c57e7498b2a40000000000000000000000000bab035611ec6653d62286b418bf0fa0b59e6d9120000000000000000000000003559b60fcf765915cdf1bcb7ee8c60a31e28442e000000000000000000000000bfe7a4d469df4ce488e29fea480e0dfe26d147a2000000000000000000000000002a6327515d64f0add6d1aea1330099f5ea6e220000000000000000000000000000000000000000000000000000000000000019,14457570963,0,16730881897,226,19506403408,38,22454837560,92,26447903088,235,30886223209,254,36964868050,633,44309708443,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000000000005097D5e39c113a3c7Ab508fe5eaD4,0x0ebd9537a25f56713e34c45b38f421a1e7191469,0x00007c62000000000000000000000000000000000000000000000000a2e8e4f1103d7800000000000000000000000000000000000000000000000000000000813aaef28f000000000000000000000000bb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c000000000000000000000000d12404cb00410d669abfd619116c57e7498b2a40000000000000000000000000bab035611ec6653d62286b418bf0fa0b59e6d912000000000000000000000000568e18db3e14f6dd6738b072c540fe3885f23408000000000000000000000000852ae5c1bd92650018eb6364b10df9c17ff7d46a0000000000000000000000008e6d612a56b88849df9276cf5e06e243c21f73960000000000000000000000000000000000000000000000000000000000000019,13131463262,0,21930772363,249,25259880746,149,29875879833,326,35119142066,618,40744087988,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000000000005097D5e39c113a3c7Ab508fe5eaD4,0x0ebd9537a25f56713e34c45b38f421a1e7191469,0x00007c62000000000000000000000000000000000000000000000000e641826c45ef9000000000000000000000000000000000000000000000000000000000aef0662988000000000000000000000000bb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c000000000000000000000000d12404cb00410d669abfd619116c57e7498b2a40000000000000000000000000bab035611ec6653d62286b418bf0fa0b59e6d9120000000000000000000000002229c854a216845338fbcc0e6fd9c3d1ec23e9fa0000000000000000000000001469550406c65dd1ee0cdc08a95c842d89e586e900000000000000000000000017d79b70ada3ea87e582796012d42c5f8592ba000000000000000000000000000000000000000000000000000000000000000019,13145346044,0,21000000009,127,24158306790,114,28724053569,170,32777078951,137,38161260838,274,47196049995,677,55431835567,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000000000005097D5e39c113a3c7Ab508fe5eaD4,0x0ebd9537a25f56713e34c45b38f421a1e7191469,0x00007c62000000000000000000000000000000000000000000000000e8de8918830e080000000000000000000000000000000000000000000000091f829394a31b000000000000000000000000000000bb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c0000000000000000000000001bf7aedec439d6bfe38f8f9b20cf3dc99e3571c400000000000000000000000031ec8f77a11aa0277948ed5f9b7b1daf23de3fda00000000000000000000000086a3427e0156465c7e5364313214c8728fdc65e70000000000000000000000000b8f187c3e6a3704a81a5127038f92cac2c930fe000000000000000000000000093c941f75dd105e0d180306d3c5a28cd73fc8fb0000000000000000000000000000000000000000000000000000000000000019,14125837340,0,16918054255,235,125000000009,108,144492507905,55,168368766835,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000000000005097D5e39c113a3c7Ab508fe5eaD4,0x0ebd9537a25f56713e34c45b38f421a1e7191469,0x12cabbd7000000000000000000000000d12404cb00410d669abfd619116c57e7498b2a40000000000000000000000000bb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c000000000000000000000000bab035611ec6653d62286b418bf0fa0b59e6d9120000000000000000000000000000000000000000000000000000000000000019000000000000000000000000000000000000000000000000e6a09c2676976800,5100000000,0,5100000000,17,5100000000,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0x000000000005097D5e39c113a3c7Ab508fe5eaD4,0x10e76264489cdf4b4011f79086d0bb6b55775e79,0x00007c620000000000000000000000000000000000000000000000003afb087b87690000000000000000000000000000000000000000000071588789c4b6bc0000000000000000000000000000000000bb4cdb9cbd36b01bd1cbaebf2de08d9173bc095c00000000000000000000000010e76264489cdf4b4011f79086d0bb6b55775e79000000000000000000000000107057f80eb74144c1c362cc874f3ccaa74f7425000000000000000000000000de88859cc6e913d1c34034f4f6ecc100ae1fed2c000000000000000000000000141df8ca5068e06611b1ee6d775e77e12a9ecea10000000000000000000000004d687db1eff9fd84b9a86fb84a3d7cf6599f58070000000000000000000000000000000000000000000000000000000000000019,20105104540,0,23625861029,101,26386268868,26,30679815678,19,36776129236,44,42330946881,24,52345555152,63,69345212843,86,79930167075,44,102646940297,57,122844985597,33,142835168813,42,169840202069,49,236497587595,81,260383843942,63,303036466799,43,408783194494,87,476411376052,88,562353409408,50,619151103758,127,681685365237,162,750535587125,139,826339681432,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
